sample	cluster	ST	Species	Dataset	Host	Source	Collection.Year	Continent	Country	Region
SRR11443139	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Alberta
SRR11443143	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Alberta
SRR11443144	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Alberta
SRR11443145	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Alberta
SRR11443146	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Alberta
SRR1220791	21	131	Escherichia coli	ST131 Context NA	Poultry	Animal	2013	North America	United States	Maryland
SRR1220712	21	131	Escherichia coli	ST131 Context NA	Poultry	Animal	2013	North America	United States	Arkansas
SRR1197694	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	North Carolina
SRR1201320	21	131	Escherichia coli	ST131 Context NA	Poultry	Animal	2013	North America	United States	Idaho
SRR1198936	21	131	Escherichia coli	ST131 Context NA	Poultry	Animal	2013	North America	United States	Texas
SRR1198929	21	131	Escherichia coli	ST131 Context NA	Poultry	Animal	2013	North America	United States	Kentucky
SRR1187825	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Massachusetts
SRR1180851	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR1187770	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Massachusetts
SRR1187762	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Massachusetts
SRR1187796	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Massachusetts
SRR1180816	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Massachusetts
SRR1180942	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Massachusetts
SRR1187763	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Massachusetts
SRR1185814	21	131	Escherichia coli	ST131 Context NA	Poultry	Animal	2013	North America	United States	Arizona
SRR1178255	21	131	Escherichia coli	ST131 Context NA	Poultry	Animal	2013	North America	United States	Arizona
SRR1824517	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR4417902	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Texas
SRR3999081	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Louisiana
SRR3999068	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Pennsylvania
SRR5642058	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Texas
SRR5642059	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Texas
SRR5642061	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Texas
SRR5642065	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Texas
SRR5642083	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Texas
SRR5642084	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Texas
SRR5642119	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Texas
SRR5642120	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Texas
SRR5642121	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Texas
SRR5642124	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Texas
SRR5642125	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Texas
SRR5642126	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Texas
SRR6710189	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Ohio
SRR7839673	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Michigan
SRR7839675	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Michigan
SRR7839678	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Michigan
SRR7839679	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Michigan
SRR7839680	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Michigan
SRR7839616	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Michigan
SRR7839654	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Michigan
SRR7839655	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Michigan
SRR7839658	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Michigan
SRR7839659	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Michigan
SRR7839661	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Michigan
SRR7839662	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Michigan
SRR7879936	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Pennsylvania
SRR7879880	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Rhode Island
SRR7879878	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Pennsylvania
SRR7879870	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Pennsylvania
SRR7879866	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Pennsylvania
SRR7879865	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	Pennsylvania
SRR6844966	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	United States	New York
SRR9913964	21	131	Escherichia coli	ST131 Context NA	Swine	Animal	2013	North America	United States	Oklahoma
SRR9913965	21	131	Escherichia coli	ST131 Context NA	Poultry	Animal	2013	North America	United States	Maine
SRR10233528	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10233529	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Manitoba
SRR10233530	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10233531	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10233533	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10233534	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10233535	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Manitoba
SRR10233536	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	British Columbia
SRR10233537	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	British Columbia
SRR10233486	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Manitoba
SRR10236244	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Quebec
SRR10236245	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	British Columbia
SRR10236248	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Saskatchewan
SRR10236250	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Quebec
SRR10236251	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Quebec
SRR10235870	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10235871	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Alberta
SRR10235872	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10235873	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10235874	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10235875	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Nova Scotia
SRR10235876	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10235877	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10235878	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Quebec
SRR10235880	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	British Columbia
SRR10235838	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	New Brunswick
SRR10235840	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10235841	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	British Columbia
SRR10235842	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10235843	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	British Columbia
SRR10235844	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10235846	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	New Brunswick
SRR10235847	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10235848	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10235849	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10428141	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10428143	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10428496	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10428498	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10428501	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	British Columbia
SRR10428503	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR10428504	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR7874625	21	131	Escherichia coli	ST131 Context NA	ND/Other	NA	2013	North America	United States	District of Columbia
SRR7874653	21	131	Escherichia coli	ST131 Context NA	Avian	Animal	2013	North America	United States	District of Columbia
SRR7874724	21	131	Escherichia coli	ST131 Context NA	ND/Other	NA	2013	North America	United States	District of Columbia
SRR7874725	21	131	Escherichia coli	ST131 Context NA	ND/Other	NA	2013	North America	United States	District of Columbia
SRR8541274	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR8541348	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR8541430	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR8541432	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR8541449	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR8541504	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR8541529	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR8541530	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR8541580	21	131	Escherichia coli	ST131 Context NA	Human	Human	2013	North America	Canada	Ontario
SRR11496530	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496560	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496561	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496562	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496565	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496580	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496600	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496602	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496603	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496604	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496608	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496613	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496655	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496656	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496657	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496658	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496672	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496673	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496674	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496675	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496677	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496678	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496679	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496680	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496681	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496682	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496683	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
SRR11496684	21	131	Escherichia coli	ST131 Context Cali	Human	Human	2013	North America	United States	California
